dadtb,"col  Downs",144.0150,25
dadtb,"col  Acros",102.0850,25
dadtb,"vel Velocity Alerts (Downslope)",69.8900,7
dadtb,"vel Velocity Alerts (Across Slope)",63.9050,7
dadtb,"dis Displacement (Downslope)",416.3400,145
dadtb,"dis Displacement (Across Slope)",390.2850,145
dadtb,"col  Downs",144.0150,25
dadtb,"col  Acros",102.0850,25
dadtb,"vel Velocity Alerts (Downslope)",69.8900,7
dadtb,"vel Velocity Alerts (Across Slope)",63.9050,7
dadtb,"dis Displacement (Downslope)",416.3400,145
dadtb,"dis Displacement (Across Slope)",390.2850,145
gaasa,"col  Downs",179.4700,16
gaasa,"col  Acros",144.2100,16
gaasa,"vel Velocity Alerts (Downslope)",108.8000,7
gaasa,"vel Velocity Alerts (Across Slope)",77.9400,7
gaasa,"dis Displacement (Downslope)",408.6050,145
gaasa,"dis Displacement (Across Slope)",1202.2250,145
gaasa,"col  Downs",179.4700,16
gaasa,"col  Acros",144.2100,16
gaasa,"vel Velocity Alerts (Downslope)",108.8000,7
gaasa,"vel Velocity Alerts (Across Slope)",77.9400,7
gaasa,"dis Displacement (Downslope)",408.6050,145
gaasa,"dis Displacement (Across Slope)",1202.2250,145
gaasb,"col  Downs",141.8850,16
gaasb,"col  Acros",84.0050,16
gaasb,"vel Velocity Alerts (Downslope)",62.6700,7
gaasb,"vel Velocity Alerts (Across Slope)",66.7750,7
gaasb,"dis Displacement (Downslope)",249.6350,145
gaasb,"dis Displacement (Across Slope)",195.1400,145
gaasb,"col  Downs",141.8850,16
gaasb,"col  Acros",84.0050,16
gaasb,"vel Velocity Alerts (Downslope)",62.6700,7
gaasb,"vel Velocity Alerts (Across Slope)",66.7750,7
gaasb,"dis Displacement (Downslope)",249.6350,145
gaasb,"dis Displacement (Across Slope)",195.1400,145
gamb,"col  Downs",186.8950,18
gamb,"col  Acros",131.9250,18
gamb,"vel Velocity Alerts (Downslope)",87.7500,7
gamb,"vel Velocity Alerts (Across Slope)",73.0250,7
gamb,"dis Displacement (Downslope)",896.0550,145
gamb,"dis Displacement (Across Slope)",562.6600,145
gamb,"col  Downs",186.8950,18
gamb,"col  Acros",131.9250,18
gamb,"vel Velocity Alerts (Downslope)",87.7500,7
gamb,"vel Velocity Alerts (Across Slope)",73.0250,7
gamb,"dis Displacement (Downslope)",896.0550,145
gamb,"dis Displacement (Across Slope)",562.6600,145
gamt,"col  Downs",122.2400,18
gamt,"col  Acros",85.2850,18
gamt,"vel Velocity Alerts (Downslope)",59.5950,7
gamt,"vel Velocity Alerts (Across Slope)",49.2100,7
gamt,"dis Displacement (Downslope)",289.0500,145
gamt,"dis Displacement (Across Slope)",302.5050,145
gamt,"col  Downs",122.2400,18
gamt,"col  Acros",85.2850,18
gamt,"vel Velocity Alerts (Downslope)",59.5950,7
gamt,"vel Velocity Alerts (Across Slope)",49.2100,7
gamt,"dis Displacement (Downslope)",289.0500,145
gamt,"dis Displacement (Across Slope)",302.5050,145
hinsa,"col  Downs",141.2300,16
hinsa,"col  Acros",77.8000,16
hinsa,"vel Velocity Alerts (Downslope)",52.3100,7
hinsa,"vel Velocity Alerts (Across Slope)",46.7000,7
hinsa,"dis Displacement (Downslope)",564.4750,145
hinsa,"dis Displacement (Across Slope)",572.4700,145
hinsa,"col  Downs",141.2300,16
hinsa,"col  Acros",77.8000,16
hinsa,"vel Velocity Alerts (Downslope)",52.3100,7
hinsa,"vel Velocity Alerts (Across Slope)",46.7000,7
hinsa,"dis Displacement (Downslope)",564.4750,145
hinsa,"dis Displacement (Across Slope)",572.4700,145
hinsb,"col  Downs",117.7600,13
hinsb,"col  Acros",76.7050,13
hinsb,"vel Velocity Alerts (Downslope)",47.3150,7
hinsb,"vel Velocity Alerts (Across Slope)",42.6050,7
hinsb,"dis Displacement (Downslope)",196.7550,145
hinsb,"dis Displacement (Across Slope)",223.0100,145
hinsb,"col  Downs",117.7600,13
hinsb,"col  Acros",76.7050,13
hinsb,"vel Velocity Alerts (Downslope)",47.3150,7
hinsb,"vel Velocity Alerts (Across Slope)",42.6050,7
hinsb,"dis Displacement (Downslope)",196.7550,145
hinsb,"dis Displacement (Across Slope)",223.0100,145
humb,"col  Downs",153.4050,27
humb,"col  Acros",86.7200,27
humb,"vel Velocity Alerts (Downslope)",99.3150,7
humb,"vel Velocity Alerts (Across Slope)",87.0450,7
humb,"dis Displacement (Downslope)",340.5750,145
humb,"dis Displacement (Across Slope)",381.3200,145
humb,"col  Downs",153.4050,27
humb,"col  Acros",86.7200,27
humb,"vel Velocity Alerts (Downslope)",99.3150,7
humb,"vel Velocity Alerts (Across Slope)",87.0450,7
humb,"dis Displacement (Downslope)",340.5750,145
humb,"dis Displacement (Across Slope)",381.3200,145
humt,"col  Downs",226.0650,23
humt,"col  Acros",134.8950,23
humt,"vel Velocity Alerts (Downslope)",106.7400,7
humt,"vel Velocity Alerts (Across Slope)",102.6200,7
humt,"dis Displacement (Downslope)",817.4200,145
humt,"dis Displacement (Across Slope)",453.6550,145
humt,"col  Downs",226.0650,23
humt,"col  Acros",134.8950,23
humt,"vel Velocity Alerts (Downslope)",106.7400,7
humt,"vel Velocity Alerts (Across Slope)",102.6200,7
humt,"dis Displacement (Downslope)",817.4200,145
humt,"dis Displacement (Across Slope)",453.6550,145
imesb,"col  Downs",176.4200,21
imesb,"col  Acros",125.1150,21
imesb,"vel Velocity Alerts (Downslope)",77.4950,7
imesb,"vel Velocity Alerts (Across Slope)",71.1250,7
imesb,"dis Displacement (Downslope)",443.4450,145
imesb,"dis Displacement (Across Slope)",467.6300,145
imesb,"col  Downs",176.4200,21
imesb,"col  Acros",125.1150,21
imesb,"vel Velocity Alerts (Downslope)",77.4950,7
imesb,"vel Velocity Alerts (Across Slope)",71.1250,7
imesb,"dis Displacement (Downslope)",443.4450,145
imesb,"dis Displacement (Across Slope)",467.6300,145
imeta,"col  Downs",178.6150,13
imeta,"col  Acros",99.2200,13
imeta,"vel Velocity Alerts (Downslope)",83.5200,7
imeta,"vel Velocity Alerts (Across Slope)",47.3850,7
imeta,"dis Displacement (Downslope)",201.9800,145
imeta,"dis Displacement (Across Slope)",237.9100,145
imeta,"col  Downs",178.6150,13
imeta,"col  Acros",99.2200,13
imeta,"vel Velocity Alerts (Downslope)",83.5200,7
imeta,"vel Velocity Alerts (Across Slope)",47.3850,7
imeta,"dis Displacement (Downslope)",201.9800,145
imeta,"dis Displacement (Across Slope)",237.9100,145
imusc,"col  Downs",314.5750,16
imusc,"col  Acros",178.9050,16
imusc,"vel Velocity Alerts (Downslope)",152.6800,7
imusc,"vel Velocity Alerts (Across Slope)",82.1750,7
imusc,"dis Displacement (Downslope)",498.8650,145
imusc,"dis Displacement (Across Slope)",439.6400,145
imusc,"col  Downs",314.5750,16
imusc,"col  Acros",178.9050,16
imusc,"vel Velocity Alerts (Downslope)",152.6800,7
imusc,"vel Velocity Alerts (Across Slope)",82.1750,7
imusc,"dis Displacement (Downslope)",498.8650,145
imusc,"dis Displacement (Across Slope)",439.6400,145
imuta,"col  Downs",144.7000,26
imuta,"col  Acros",113.1850,26
imuta,"vel Velocity Alerts (Downslope)",90.5450,7
imuta,"vel Velocity Alerts (Across Slope)",72.3700,7
imuta,"dis Displacement (Downslope)",384.2800,145
imuta,"dis Displacement (Across Slope)",519.3050,145
imuta,"col  Downs",144.7000,26
imuta,"col  Acros",113.1850,26
imuta,"vel Velocity Alerts (Downslope)",90.5450,7
imuta,"vel Velocity Alerts (Across Slope)",72.3700,7
imuta,"dis Displacement (Downslope)",384.2800,145
imuta,"dis Displacement (Across Slope)",519.3050,145
imutb,"col  Downs",135.6250,26
imutb,"col  Acros",109.7150,26
imutb,"vel Velocity Alerts (Downslope)",85.2150,7
imutb,"vel Velocity Alerts (Across Slope)",67.8600,7
imutb,"dis Displacement (Downslope)",306.1750,145
imutb,"dis Displacement (Across Slope)",335.1650,145
imutb,"col  Downs",135.6250,26
imutb,"col  Acros",109.7150,26
imutb,"vel Velocity Alerts (Downslope)",85.2150,7
imutb,"vel Velocity Alerts (Across Slope)",67.8600,7
imutb,"dis Displacement (Downslope)",306.1750,145
imutb,"dis Displacement (Across Slope)",335.1650,145
inata,"col  Downs",286.8700,19
inata,"col  Acros",200.8750,19
inata,"vel Velocity Alerts (Downslope)",170.4600,7
inata,"vel Velocity Alerts (Across Slope)",246.2800,7
inata,"dis Displacement (Downslope)",715.9400,145
inata,"dis Displacement (Across Slope)",1092.3000,145
inata,"col  Downs",286.8700,19
inata,"col  Acros",200.8750,19
inata,"vel Velocity Alerts (Downslope)",170.4600,7
inata,"vel Velocity Alerts (Across Slope)",246.2800,7
inata,"dis Displacement (Downslope)",715.9400,145
inata,"dis Displacement (Across Slope)",1092.3000,145
inatb,"col  Downs",143.9200,16
inatb,"col  Acros",83.8100,16
inatb,"vel Velocity Alerts (Downslope)",75.2900,7
inatb,"vel Velocity Alerts (Across Slope)",104.1250,7
inatb,"dis Displacement (Downslope)",380.2250,145
inatb,"dis Displacement (Across Slope)",464.0400,145
inatb,"col  Downs",143.9200,16
inatb,"col  Acros",83.8100,16
inatb,"vel Velocity Alerts (Downslope)",75.2900,7
inatb,"vel Velocity Alerts (Across Slope)",104.1250,7
inatb,"dis Displacement (Downslope)",380.2250,145
inatb,"dis Displacement (Across Slope)",464.0400,145
inatc,"col  Downs",133.4600,15
inatc,"col  Acros",84.7850,15
inatc,"vel Velocity Alerts (Downslope)",61.1450,7
inatc,"vel Velocity Alerts (Across Slope)",53.7550,7
inatc,"dis Displacement (Downslope)",254.9100,145
inatc,"dis Displacement (Across Slope)",267.3750,145
inatc,"col  Downs",133.4600,15
inatc,"col  Acros",84.7850,15
inatc,"vel Velocity Alerts (Downslope)",61.1450,7
inatc,"vel Velocity Alerts (Across Slope)",53.7550,7
inatc,"dis Displacement (Downslope)",254.9100,145
inatc,"dis Displacement (Across Slope)",267.3750,145
jorta,"col  Downs",140.6600,25
jorta,"col  Acros",102.1800,25
jorta,"vel Velocity Alerts (Downslope)",65.0900,7
jorta,"vel Velocity Alerts (Across Slope)",58.4700,7
jorta,"dis Displacement (Downslope)",316.1500,145
jorta,"dis Displacement (Across Slope)",344.0000,145
jorta,"col  Downs",140.6600,25
jorta,"col  Acros",102.1800,25
jorta,"vel Velocity Alerts (Downslope)",65.0900,7
jorta,"vel Velocity Alerts (Across Slope)",58.4700,7
jorta,"dis Displacement (Downslope)",316.1500,145
jorta,"dis Displacement (Across Slope)",344.0000,145
labb,"col  Downs",171.9100,26
labb,"col  Acros",143.6300,26
labb,"vel Velocity Alerts (Downslope)",102.5850,7
labb,"vel Velocity Alerts (Across Slope)",93.7500,7
labb,"dis Displacement (Downslope)",428.9400,145
labb,"dis Displacement (Across Slope)",525.9700,145
labb,"col  Downs",171.9100,26
labb,"col  Acros",143.6300,26
labb,"vel Velocity Alerts (Downslope)",102.5850,7
labb,"vel Velocity Alerts (Across Slope)",93.7500,7
labb,"dis Displacement (Downslope)",428.9400,145
labb,"dis Displacement (Across Slope)",525.9700,145
labt,"col  Downs",313.3250,40
labt,"col  Acros",173.3650,40
labt,"vel Velocity Alerts (Downslope)",245.9550,7
labt,"vel Velocity Alerts (Across Slope)",262.9000,7
labt,"dis Displacement (Downslope)",1108.9950,145
labt,"dis Displacement (Across Slope)",1151.3750,145
labt,"col  Downs",313.3250,40
labt,"col  Acros",173.3650,40
labt,"vel Velocity Alerts (Downslope)",245.9550,7
labt,"vel Velocity Alerts (Across Slope)",262.9000,7
labt,"dis Displacement (Downslope)",1108.9950,145
labt,"dis Displacement (Across Slope)",1151.3750,145
laysa,"col  Downs",180.1550,11
laysa,"col  Acros",168.7950,11
laysa,"vel Velocity Alerts (Downslope)",169.9000,7
laysa,"vel Velocity Alerts (Across Slope)",114.9400,7
laysa,"dis Displacement (Downslope)",735.2600,145
laysa,"dis Displacement (Across Slope)",498.8850,145
